Season,Team,Player,Role,Nationality,Prime_Rating,Season_Rating,Notes
2014,Rajasthan Royals,Chris Morris,Bowler,South African,78,75,Pace support
2014,Rajasthan Royals,Kevon Cooper,All-rounder,West Indian,68,65,Lower-order support
2014,Rajasthan Royals,Kamlesh Nagarkoti,Bowler,Indian,65,60,Young domestic talent
2014,Sunrisers Hyderabad,Shikhar Dhawan,Opener,Indian,88,88,Consistent opener
2014,Sunrisers Hyderabad,Aaron Finch,Opener,Australian,80,80,Quality overseas opener
2014,Sunrisers Hyderabad,David Warner,Opener,Australian,93,90,Orange Cap dominant form
2014,Sunrisers Hyderabad,Darren Sammy,All-rounder (C),West Indian,75,72,Captain; useful all-round
2014,Sunrisers Hyderabad,Thisara Perera,All-rounder,Sri Lankan,72,70,Power-hitting lower-order
2014,Sunrisers Hyderabad,Bhuvneshwar Kumar,Bowler,Indian,88,85,Quality swing bowling
2014,Sunrisers Hyderabad,Dale Steyn,Bowler,South African,95,82,World-class pace
2014,Sunrisers Hyderabad,Amit Mishra,Bowler,Indian,80,80,Quality leg-spin
2014,Sunrisers Hyderabad,Ashish Nehra,Bowler,Indian,78,75,Left-arm swing veteran
2014,Sunrisers Hyderabad,Pragyan Ojha,Bowler,Indian,78,72,Left-arm spin support
2014,Sunrisers Hyderabad,Moises Henriques,All-rounder,Australian,72,70,Useful all-round support
2015,Mumbai Indians,Rohit Sharma,Batter (C),Indian,90,90,Back-to-back champion captain; dominant
2015,Mumbai Indians,Lendl Simmons,Opener,West Indian,75,82,Explosive debut season for MI
2015,Mumbai Indians,Ambati Rayudu,Batter,Indian,75,78,Steady middle-order
2015,Mumbai Indians,Kieron Pollard,All-rounder,West Indian,88,88,Clutch finisher; title contribution
2015,Mumbai Indians,Hardik Pandya,All-rounder,Indian,88,78,Breakout season; raw but talented
2015,Mumbai Indians,Corey Anderson,All-rounder,New Zealander,75,78,Power-hitting all-rounder
2015,Mumbai Indians,Harbhajan Singh,Bowler,Indian,88,80,Key spinner
2015,Mumbai Indians,Lasith Malinga,Bowler,Sri Lankan,93,90,Still elite; ageing but impactful
2015,Mumbai Indians,Dwayne Bravo,All-rounder,West Indian,85,88,Purple Cap; 26 wickets; death-over specialist
2015,Mumbai Indians,Mitchell McClenaghan,Bowler,New Zealander,78,78,Quality left-arm pace
2015,Mumbai Indians,Kyle Abbott,Bowler,South African,72,72,Pace support from South Africa
2015,Chennai Super Kings,Brendon McCullum,WK-Batter,New Zealander,85,85,Destructive opener; strong season
2015,Chennai Super Kings,Dwayne Smith,Opener,West Indian,72,75,Explosive opening partner
2015,Chennai Super Kings,Suresh Raina,Batter,Indian,87,88,Ever-reliable; stalwart contributor
2015,Chennai Super Kings,MS Dhoni,WK-Batter (C),Indian,98,88,Runners-up; still among the elite
2015,Chennai Super Kings,Michael Hussey,Batter,Australian,88,82,Quality contribution; final season
2015,Chennai Super Kings,Dwayne Bravo,All-rounder,West Indian,85,85,Death bowling and hitting; crucial
2015,Chennai Super Kings,Ravindra Jadeja,All-rounder,Indian,90,88,Quality all-round
2015,Chennai Super Kings,Ravichandran Ashwin,Bowler,Indian,88,85,Key spinner
2015,Chennai Super Kings,Mohit Sharma,Bowler,Indian,75,78,Quality pace
2015,Chennai Super Kings,Ashish Nehra,Bowler,Indian,78,78,Left-arm swing; effective
2015,Chennai Super Kings,Dirk Nannes,Bowler,Australian,70,68,Pace support
2015,Royal Challengers Bangalore,Chris Gayle,Opener,West Indian,95,88,Still destructive; consistent force
2015,Royal Challengers Bangalore,Virat Kohli,Batter (C),Indian,99,88,Strong season; RCB competitive
2015,Royal Challengers Bangalore,AB de Villiers,WK-Batter,South African,97,94,Astonishing; among best performers
2015,Royal Challengers Bangalore,KL Rahul,Batter,Indian,88,82,Developing into top-order quality
2015,Royal Challengers Bangalore,Sarfaraz Khan,Batter,Indian,72,75,Young power-hitter; emerging
2015,Royal Challengers Bangalore,Shane Watson,All-rounder,Australian,88,80,Quality all-round addition
2015,Royal Challengers Bangalore,Daniel Vettori,All-rounder,New Zealander,80,72,Left-arm spin all-rounder
2015,Royal Challengers Bangalore,Yuzvendra Chahal,Bowler,Indian,88,82,Growing leg-spin; increasingly important
2015,Royal Challengers Bangalore,Dale Steyn,Bowler,South African,95,78,Quality pace; injury impacted
2015,Royal Challengers Bangalore,Chris Jordan,Bowler,English,72,72,Pace support
2015,Royal Challengers Bangalore,Harshal Patel,Bowler,Indian,75,70,Young pacer developing
2015,Kolkata Knight Riders,Robin Uthappa,Opener,Indian,80,82,Continued quality opening
2015,Kolkata Knight Riders,Gautam Gambhir,Opener (C),Indian,87,85,Consistent captain; solid season
2015,Kolkata Knight Riders,Andre Russell,All-rounder,West Indian,90,82,Growing explosive lower-order
2015,Kolkata Knight Riders,Yusuf Pathan,All-rounder,Indian,82,78,Useful contribution
2015,Kolkata Knight Riders,Manish Pandey,Batter,Indian,80,82,Quality middle-order
2015,Kolkata Knight Riders,Suryakumar Yadav,Batter,Indian,90,78,Developing stature in MI; visiting KKR
2015,Kolkata Knight Riders,Sunil Narine,Bowler,West Indian,92,90,Elite; remodelled as opener too
2015,Kolkata Knight Riders,Shakib Al Hasan,All-rounder,Bangladeshi,82,80,Quality spin and batting
2015,Kolkata Knight Riders,Piyush Chawla,Bowler,Indian,75,72,Leg-spin support
2015,Kolkata Knight Riders,Umesh Yadav,Bowler,Indian,80,80,Quality pace
2015,Kolkata Knight Riders,Morne Morkel,Bowler,South African,82,78,Quality overseas pace
2015,Rajasthan Royals,Ajinkya Rahane,Batter,Indian,82,85,Quality opener; solid captain performance
2015,Rajasthan Royals,Shane Watson,All-rounder (C),Australian,88,85,Captain; consistent all-round
2015,Rajasthan Royals,Sanju Samson,WK-Batter,Indian,85,82,Growing importance; quality keeper-batter
2015,Rajasthan Royals,Steve Smith,Batter,Australian,95,82,New captain role; decent season
2015,Rajasthan Royals,James Faulkner,All-rounder,Australian,80,80,Continued all-round quality
2015,Rajasthan Royals,Steven Smith,Batter,Australian,95,80,Quality batting
2015,Rajasthan Royals,Pravin Tambe,Bowler,Indian,65,72,Effective spinner
2015,Rajasthan Royals,Dhawal Kulkarni,Bowler,Indian,65,70,Pace support
2015,Rajasthan Royals,Deepak Hooda,All-rounder,Indian,72,72,Young domestic all-rounder
2015,Rajasthan Royals,Tim Southee,Bowler,New Zealander,80,75,Quality overseas pacer
2015,Rajasthan Royals,Ankit Sharma,All-rounder,Indian,62,62,Domestic support
2015,Sunrisers Hyderabad,David Warner,Opener (C),Australian,93,90,Orange Cap winner; dominant
2015,Sunrisers Hyderabad,Shikhar Dhawan,Opener,Indian,88,82,Quality opening partner
2015,Sunrisers Hyderabad,Aaron Finch,Batter,Australian,80,78,Useful batting contribution
2015,Sunrisers Hyderabad,Kane Williamson,Batter,New Zealander,90,82,Crucial middle-order anchor
2015,Sunrisers Hyderabad,Eoin Morgan,Batter,English,82,75,Quality bat; useful contribution
2015,Sunrisers Hyderabad,Bhuvneshwar Kumar,Bowler,Indian,88,88,Quality swing bowling
2015,Sunrisers Hyderabad,Rashid Khan,Bowler,Afghan,92,82,Developing; showing world-class potential
2015,Sunrisers Hyderabad,Amit Mishra,Bowler,Indian,80,80,Quality leg-spin
2015,Sunrisers Hyderabad,Dale Steyn,Bowler,South African,95,80,World-class pace
2015,Sunrisers Hyderabad,Ashish Nehra,Bowler,Indian,78,75,Left-arm swing quality
2015,Sunrisers Hyderabad,Barinder Sran,Bowler,Indian,68,68,Young pacer developing
2015,Delhi Daredevils,Quinton de Kock,WK-Batter,South African,88,85,Explosive young opener
2015,Delhi Daredevils,Kevin Pietersen,Batter,English,88,78,Quality middle-order
2015,Delhi Daredevils,Shreyas Iyer,Batter,Indian,85,78,Growing quality; increasingly important
2015,Delhi Daredevils,JP Duminy,Batter,South African,78,75,Reliable middle-order
2015,Delhi Daredevils,Angelo Mathews,All-rounder,Sri Lankan,82,75,Quality all-rounder
2015,Delhi Daredevils,Amit Mishra,Bowler,Indian,80,82,Quality leg-spin
2015,Delhi Daredevils,Imran Tahir,Bowler,South African,82,80,Quality wrist-spin; energetic
2015,Delhi Daredevils,Umesh Yadav,Bowler,Indian,80,80,Improving pacer
2015,Delhi Daredevils,Zaheer Khan,Bowler,Indian,85,72,Veteran; declining but experienced
2015,Delhi Daredevils,Pawan Negi,Bowler,Indian,65,65,Left-arm spin support
2015,Delhi Daredevils,Mayank Agarwal,Opener,Indian,78,72,Young opener developing
2015,Kings XI Punjab,Virender Sehwag,Opener,Indian,93,72,Final IPL season; well below peak
2015,Kings XI Punjab,Shaun Marsh,Opener,Australian,83,80,Consistent quality opener
2015,Kings XI Punjab,Glenn Maxwell,All-rounder,Australian,90,85,Quality but below 2014 peak
2015,Kings XI Punjab,David Miller,Batter,South African,82,82,Power-hitting; consistent
2015,Kings XI Punjab,Wriddhiman Saha,WK-Batter,Indian,72,75,Quality wicketkeeper-batter
2015,Kings XI Punjab,Axar Patel,All-rounder,Indian,78,78,Quality left-arm spin all-rounder
2015,Kings XI Punjab,Sandeep Sharma,Bowler,Indian,70,75,Young swing bowler; improving
2015,Kings XI Punjab,Rishi Dhawan,All-rounder,Indian,65,68,Domestic all-rounder
2015,Kings XI Punjab,Anureet Singh,Bowler,Indian,62,62,Domestic pace option
2015,Kings XI Punjab,Piyush Chawla,Bowler,Indian,75,72,Leg-spin support
2015,Kings XI Punjab,Mitchell Johnson,Bowler,Australian,90,82,Quality pace; impactful
2016,Sunrisers Hyderabad,David Warner,Opener (C),Australian,93,96,Orange Cap; champion captain; brilliant
2016,Sunrisers Hyderabad,Shikhar Dhawan,Opener,Indian,88,88,Quality opening partner
2016,Sunrisers Hyderabad,Kane Williamson,Batter,New Zealander,90,85,Crucial middle-order anchor
2016,Sunrisers Hyderabad,Yuvraj Singh,Batter,Indian,92,82,Quality middle-order addition
2016,Sunrisers Hyderabad,Deepak Hooda,All-rounder,Indian,72,75,Useful domestic contribution
2016,Sunrisers Hyderabad,Naman Ojha,WK-Batter,Indian,70,70,Reliable wicketkeeper
2016,Sunrisers Hyderabad,Bhuvneshwar Kumar,Bowler,Indian,88,90,Purple Cap winner; outstanding swing
2016,Sunrisers Hyderabad,Rashid Khan,Bowler,Afghan,92,82,Developing into world-class
2016,Sunrisers Hyderabad,Barinder Sran,Bowler,Indian,68,70,Young pacer
2016,Sunrisers Hyderabad,Mustafizur Rahman,Bowler,Bangladeshi,80,88,Brilliant debut IPL; cutter specialist
2016,Sunrisers Hyderabad,Ashish Nehra,Bowler,Indian,78,75,Left-arm swing veteran
2016,Royal Challengers Bangalore,Chris Gayle,Opener,West Indian,95,88,Strong season; formidable trio
2016,Royal Challengers Bangalore,Virat Kohli,Batter (C),Indian,99,100,All-time IPL season; 973 runs 4 centuries
2016,Royal Challengers Bangalore,AB de Villiers,WK-Batter,South African,97,95,Legendary season alongside Kohli
2016,Royal Challengers Bangalore,KL Rahul,Batter,Indian,88,82,Growing stature; quality contribution
2016,Royal Challengers Bangalore,Shane Watson,All-rounder,Australian,88,80,Useful all-round addition
2016,Royal Challengers Bangalore,Chris Jordan,Bowler,English,72,72,Pace support; useful death overs
2016,Royal Challengers Bangalore,Yuzvendra Chahal,Bowler,Indian,88,85,Increasingly dominant leg-spin
2016,Royal Challengers Bangalore,Moeen Ali,All-rounder,English,80,80,Quality spin and batting
2016,Royal Challengers Bangalore,Adam Milne,Bowler,New Zealander,70,72,Pace support
2016,Royal Challengers Bangalore,Pawan Negi,Bowler,Indian,65,65,Left-arm spin support
2016,Royal Challengers Bangalore,Iqbal Abdulla,Bowler,Indian,65,62,Spin support
2016,Mumbai Indians,Rohit Sharma,Batter (C),Indian,90,88,Runners-up; solid captain
2016,Mumbai Indians,Jose Butler,WK-Batter,English,90,82,Quality top-order in earlier career
2016,Mumbai Indians,Ambati Rayudu,Batter,Indian,75,78,Reliable middle-order
2016,Mumbai Indians,Kieron Pollard,All-rounder,West Indian,88,85,Explosive finisher
2016,Mumbai Indians,Hardik Pandya,All-rounder,Indian,88,85,Breakout season; match-winner
2016,Mumbai Indians,Nitish Rana,Batter,Indian,70,72,Young batter; debut
2016,Mumbai Indians,Harbhajan Singh,Bowler,Indian,88,78,Key spinner; declining slightly
2016,Mumbai Indians,Lasith Malinga,Bowler,Sri Lankan,93,82,Ageing but still impactful
2016,Mumbai Indians,Mitchell McClenaghan,Bowler,New Zealander,78,80,Quality left-arm pace
2016,Mumbai Indians,Jasprit Bumrah,Bowler,Indian,96,90,Emerging as world's best T20 bowler
2016,Mumbai Indians,Krunal Pandya,All-rounder,Indian,75,75,Left-arm spin all-rounder; debut
2016,Kolkata Knight Riders,Gautam Gambhir,Opener (C),Indian,87,82,Solid captaincy; team competitive
2016,Kolkata Knight Riders,Robin Uthappa,Opener,Indian,80,82,383 runs; quality opener
2016,Kolkata Knight Riders,Yusuf Pathan,All-rounder,Indian,82,85,359 runs at extraordinary average; brilliant
2016,Kolkata Knight Riders,Manish Pandey,Batter,Indian,80,80,212 runs; solid middle-order
2016,Kolkata Knight Riders,Suryakumar Yadav,Batter,Indian,90,78,Growing stature in T20 cricket
2016,Kolkata Knight Riders,Andre Russell,All-rounder,West Indian,90,88,188 runs; 15 wickets; destructive
2016,Kolkata Knight Riders,Shakib Al Hasan,All-rounder,Bangladeshi,82,78,Quality spin and batting
2016,Kolkata Knight Riders,Sunil Narine,Bowler,West Indian,92,90,Still elite; adapted as opener
2016,Kolkata Knight Riders,Piyush Chawla,Bowler,Indian,75,78,11 wickets; reliable leg-spin
2016,Kolkata Knight Riders,Umesh Yadav,Bowler,Indian,80,78,Quality pace
2016,Kolkata Knight Riders,Morne Morkel,Bowler,South African,82,78,Quality overseas pace
2016,Gujarat Lions,Brendon McCullum,WK-Batter,New Zealander,85,85,Aggressive opener for new franchise
2016,Gujarat Lions,Suresh Raina,Batter (C),Indian,87,88,Captained debut side to table-top; 399 runs
2016,Gujarat Lions,Andrew Tye,Bowler,Australian,75,78,Quality Australian pace
2016,Gujarat Lions,Dwayne Bravo,All-rounder,West Indian,85,82,Death bowling and hitting
2016,Gujarat Lions,James Faulkner,All-rounder,Australian,80,78,Quality all-rounder
2016,Gujarat Lions,Dinesh Karthik,WK-Batter,Indian,80,78,Quality keeper-batter
2016,Gujarat Lions,Ravindra Jadeja,All-rounder,Indian,90,82,Quality all-round contribution
2016,Gujarat Lions,Praveen Kumar,Bowler,Indian,72,72,Left-arm swing pacer
2016,Gujarat Lions,Dhawal Kulkarni,Bowler,Indian,65,70,Pace support
2016,Gujarat Lions,Shubman Gill,Batter,Indian,90,65,Very young; occasional appearances
2016,Gujarat Lions,Shadab Jakati,Bowler,Indian,68,68,Left-arm spin support
2016,Rising Pune Supergiant,Ajinkya Rahane,Opener,Indian,82,80,Quality opener; RPS debut
2016,Rising Pune Supergiant,MS Dhoni,WK-Batter (C),Indian,98,80,284 runs; unfamiliar setup
2016,Rising Pune Supergiant,Faf du Plessis,Batter,South African,88,85,Quality contribution in new team
2016,Rising Pune Supergiant,Mayank Agarwal,Opener,Indian,78,75,Developing quality opener
2016,Rising Pune Supergiant,Kevin Pietersen,Batter,English,88,72,Brief stint; limited impact
2016,Rising Pune Supergiant,Steve Smith,Batter,Australian,95,78,Quality; team adapting
2016,Rising Pune Supergiant,Mitchell Marsh,All-rounder,Australian,85,72,Useful all-round support
2016,Rising Pune Supergiant,Ashoke Dinda,Bowler,Indian,68,65,Domestic pace option
2016,Rising Pune Supergiant,Jaydev Unadkat,Bowler,Indian,72,75,Left-arm pace quality emerging
2016,Rising Pune Supergiant,Ishant Sharma,Bowler,Indian,80,72,Pace support
2016,Rising Pune Supergiant,RP Singh,Bowler,Indian,80,68,Veteran left-arm pacer; declining
2016,Kings XI Punjab,Shaun Marsh,Opener,Australian,83,78,Consistent opener
2016,Kings XI Punjab,Hashim Amla,Opener,South African,85,80,Quality overseas opener
2016,Kings XI Punjab,Glenn Maxwell,All-rounder (C),Australian,90,82,Captain; below 2014 peak but quality
2016,Kings XI Punjab,David Miller,Batter,South African,82,82,Power-hitting; destructive
2016,Kings XI Punjab,Wriddhiman Saha,WK-Batter,Indian,72,78,Quality wicketkeeper-batter
2016,Kings XI Punjab,Axar Patel,All-rounder,Indian,78,80,Quality left-arm spin all-rounder
2016,Kings XI Punjab,Murali Vijay,Opener,Indian,82,75,Opener support
2016,Kings XI Punjab,Sandeep Sharma,Bowler,Indian,70,75,Young swing bowler; improving
2016,Kings XI Punjab,Mohit Sharma,Bowler,Indian,75,72,Pace quality
2016,Kings XI Punjab,Marcus Stoinis,All-rounder,Australian,78,72,Powerful all-round; emerging
2016,Kings XI Punjab,Rishi Dhawan,All-rounder,Indian,65,65,Domestic all-rounder
2016,Delhi Daredevils,Quinton de Kock,WK-Batter,South African,88,85,Explosive young opener
2016,Delhi Daredevils,Karun Nair,Batter,Indian,70,72,Domestic quality; decent season
2016,Delhi Daredevils,Shreyas Iyer,Batter,Indian,85,80,Growing quality; increasingly important
2016,Delhi Daredevils,JP Duminy,Batter,South African,78,75,Reliable middle-order
2016,Delhi Daredevils,Carlos Brathwaite,All-rounder,West Indian,72,72,Power-hitting lower-order
2016,Delhi Daredevils,Amit Mishra,Bowler,Indian,80,82,Quality leg-spin
2016,Delhi Daredevils,Imran Tahir,Bowler,South African,82,80,Quality wrist-spin
2016,Delhi Daredevils,Zaheer Khan,Bowler (C),Indian,85,68,Captain; well below peak; final season
2016,Delhi Daredevils,Kagiso Rabada,Bowler,South African,92,85,Breakout season; world-class emerging
2016,Delhi Daredevils,Chris Morris,Bowler,South African,78,75,Pace support
2016,Delhi Daredevils,Umesh Yadav,Bowler,Indian,80,78,Quality pace
2016,Chennai Super Kings,N/A - Suspended,,Indian,0,0,CSK suspended for 2016-17
2016,Rajasthan Royals,N/A - Suspended,,Indian,0,0,RR suspended for 2016-17
2017,Mumbai Indians,Rohit Sharma,Batter (C),Indian,90,90,Champions again; elite captain
2017,Mumbai Indians,Partiv Patel,WK-Batter,Indian,72,75,Aggressive young opener
2017,Mumbai Indians,Nitish Rana,Batter,Indian,70,78,Solid middle-order; developing
2017,Mumbai Indians,Kieron Pollard,All-rounder,West Indian,88,88,Vital finisher; title contribution
2017,Mumbai Indians,Hardik Pandya,All-rounder,Indian,88,92,Breakout champion season; all-round brilliance
2017,Mumbai Indians,Krunal Pandya,All-rounder,Indian,75,78,Left-arm spin finisher; quality
2017,Mumbai Indians,Ambati Rayudu,Batter,Indian,75,78,Reliable middle-order
2017,Mumbai Indians,Harbhajan Singh,Bowler,Indian,88,78,Key spinner
2017,Mumbai Indians,Jasprit Bumrah,Bowler,Indian,96,92,Emerging as world's best T20 bowler
2017,Mumbai Indians,Lasith Malinga,Bowler,Sri Lankan,93,80,Still impactful but ageing
2017,Mumbai Indians,Mitchell McClenaghan,Bowler,New Zealander,78,80,Quality left-arm pace
2017,Rising Pune Supergiant,Ajinkya Rahane,Opener,Indian,82,82,Solid opener; runners-up contribution
2017,Rising Pune Supergiant,Steve Smith,Batter (C),Australian,95,88,Superb captain; led to final
2017,Rising Pune Supergiant,Faf du Plessis,Batter,South African,88,88,Quality contribution
2017,Rising Pune Supergiant,Ben Stokes,All-rounder,English,90,90,Match-winner; vital in playoff run
2017,Rising Pune Supergiant,MS Dhoni,WK-Batter,Indian,98,82,Strike rate improved (153); key finisher
2017,Rising Pune Supergiant,Manoj Tiwary,Batter,Indian,72,72,Domestic quality; useful
2017,Rising Pune Supergiant,Rahul Chahar,Bowler,Indian,72,70,Young leg-spinner; debut
2017,Rising Pune Supergiant,Washington Sundar,Bowler,Indian,78,75,Talented young left-arm off-spin
2017,Rising Pune Supergiant,Imran Tahir,Bowler,South African,82,80,Quality wrist-spin; energetic
2017,Rising Pune Supergiant,Jaydev Unadkat,Bowler,Indian,72,78,Left-arm pace quality
2017,Rising Pune Supergiant,Shardul Thakur,Bowler,Indian,75,72,Young Indian pacer emerging
2017,Sunrisers Hyderabad,David Warner,Opener (C),Australian,93,95,Orange Cap contender; dominant opener
2017,Sunrisers Hyderabad,Shikhar Dhawan,Opener,Indian,88,88,Quality opening partner
2017,Sunrisers Hyderabad,Yuvraj Singh,Batter,Indian,92,80,Quality middle-order; declining slightly
2017,Sunrisers Hyderabad,Kane Williamson,Batter,New Zealander,90,88,Crucial middle-order anchor
2017,Sunrisers Hyderabad,Moises Henriques,All-rounder,Australian,72,72,Useful all-round support
2017,Sunrisers Hyderabad,Deepak Hooda,All-rounder,Indian,72,75,Domestic all-round contribution
2017,Sunrisers Hyderabad,Bhuvneshwar Kumar,Bowler,Indian,88,92,Purple Cap winner; best season with ball
2017,Sunrisers Hyderabad,Rashid Khan,Bowler,Afghan,92,88,Dominant; world-class emerging
2017,Sunrisers Hyderabad,Mustafizur Rahman,Bowler,Bangladeshi,80,82,Quality cutter specialist
2017,Sunrisers Hyderabad,Siddarth Kaul,Bowler,Indian,68,72,Quality domestic pacer
2017,Sunrisers Hyderabad,Barinder Sran,Bowler,Indian,68,68,Support pacer
2017,Kolkata Knight Riders,Robin Uthappa,Opener,Indian,80,82,Consistent opener
2017,Kolkata Knight Riders,Gautam Gambhir,Opener (C),Indian,87,78,Final KKR season; declining
2017,Kolkata Knight Riders,Sunil Narine,All-rounder,West Indian,92,90,Reinvented as opener; versatile
2017,Kolkata Knight Riders,Andre Russell,All-rounder,West Indian,90,88,Explosive lower-order; growing force
2017,Kolkata Knight Riders,Manish Pandey,Batter,Indian,80,82,Quality middle-order
2017,Kolkata Knight Riders,Yusuf Pathan,All-rounder,Indian,82,78,Power-hitting
2017,Kolkata Knight Riders,Chris Lynn,Opener,Australian,80,82,Explosive overseas opener
2017,Kolkata Knight Riders,Shakib Al Hasan,All-rounder,Bangladeshi,82,80,Quality spin and batting
2017,Kolkata Knight Riders,Piyush Chawla,Bowler,Indian,75,72,Leg-spin support
2017,Kolkata Knight Riders,Umesh Yadav,Bowler,Indian,80,78,Quality pace
2017,Kolkata Knight Riders,Nathan Coulter-Nile,Bowler,Australian,75,72,Australian pace support
2017,Royal Challengers Bangalore,Virat Kohli,Batter (C),Indian,99,85,Injury-hit season; limited games
2017,Royal Challengers Bangalore,Chris Gayle,Opener,West Indian,95,82,Strong season despite team exit
2017,Royal Challengers Bangalore,AB de Villiers,WK-Batter,South African,97,92,Brilliant season
2017,Royal Challengers Bangalore,KL Rahul,Batter,Indian,88,85,Growing quality; consistent
2017,Royal Challengers Bangalore,Travis Head,Batter,Australian,88,72,Early career; learning the format
2017,Royal Challengers Bangalore,Moeen Ali,All-rounder,English,80,78,Quality spin and batting
2017,Royal Challengers Bangalore,Yuzvendra Chahal,Bowler,Indian,88,88,Dominant leg-spin; important weapon
2017,Royal Challengers Bangalore,Chris Woakes,All-rounder,English,80,78,Quality all-round contribution
2017,Royal Challengers Bangalore,Sarfaraz Khan,Batter,Indian,72,70,Young power-hitter
2017,Royal Challengers Bangalore,Samuel Badree,Bowler,West Indian,72,70,Spin support
2017,Royal Challengers Bangalore,Tymal Mills,Bowler,English,72,72,Left-arm pace support
2017,Gujarat Lions,Suresh Raina,Batter (C),Indian,87,85,Captain; consistent performer
2017,Gujarat Lions,Brendon McCullum,WK-Batter,New Zealander,85,80,Aggressive opener; final IPL season
2017,Gujarat Lions,Dinesh Karthik,WK-Batter,Indian,80,80,Quality keeper-batter
2017,Gujarat Lions,Aaron Finch,Opener,Australian,80,78,Useful overseas opener
2017,Gujarat Lions,Ravindra Jadeja,All-rounder,Indian,90,80,Quality all-round contribution
2017,Gujarat Lions,Dwayne Bravo,All-rounder,West Indian,85,78,Death bowling and batting
2017,Gujarat Lions,James Faulkner,All-rounder,Australian,80,75,Useful all-round contribution
2017,Gujarat Lions,Praveen Kumar,Bowler,Indian,72,70,Left-arm swing support
2017,Gujarat Lions,Dhawal Kulkarni,Bowler,Indian,65,68,Pace support
2017,Gujarat Lions,Basil Thampi,Bowler,Indian,65,68,Young Kerala pacer; debut
2017,Gujarat Lions,Andrew Tye,Bowler,Australian,75,75,Quality Australian pace
2017,Delhi Daredevils,Shreyas Iyer,Batter (C),Indian,85,80,Young captain; growing into role
2017,Delhi Daredevils,Sam Billings,WK-Batter,English,72,70,Quality keeper-batter overseas
2017,Delhi Daredevils,Rishabh Pant,WK-Batter,Indian,88,80,Explosive debut; exceptional young talent
2017,Delhi Daredevils,Karun Nair,Batter,Indian,70,72,Domestic quality
2017,Delhi Daredevils,JP Duminy,Batter,South African,78,72,Reliable middle-order
2017,Delhi Daredevils,Amit Mishra,Bowler,Indian,80,82,Quality leg-spin
2017,Delhi Daredevils,Kagiso Rabada,Bowler,South African,92,88,Dominant; world-class confirmed
2017,Delhi Daredevils,Chris Morris,Bowler,South African,78,75,Quality pace support
2017,Delhi Daredevils,Pat Cummins,Bowler,Australian,92,82,Quality Australian pace; emerging
2017,Delhi Daredevils,Shahbaz Nadeem,Bowler,Indian,65,68,Left-arm spin support
2017,Delhi Daredevils,Sanju Samson,WK-Batter,Indian,85,75,Explosive young keeper-batter
2017,Kings XI Punjab,Hashim Amla,Opener,South African,85,80,Quality opener
2017,Kings XI Punjab,Manan Vohra,Opener,Indian,65,70,Explosive young opener
2017,Kings XI Punjab,Glenn Maxwell,All-rounder,Australian,90,82,Quality all-round season
2017,Kings XI Punjab,David Miller,Batter,South African,82,80,Power-hitting consistent
2017,Kings XI Punjab,Wriddhiman Saha,WK-Batter,Indian,72,75,Quality wicketkeeper-batter
2017,Kings XI Punjab,Axar Patel,All-rounder,Indian,78,78,Quality all-rounder
2017,Kings XI Punjab,Sandeep Sharma,Bowler,Indian,70,75,Young swing bowler
2017,Kings XI Punjab,Mohit Sharma,Bowler,Indian,75,72,Pace quality
2017,Kings XI Punjab,Marcus Stoinis,All-rounder,Australian,78,75,Powerful all-rounder
2017,Kings XI Punjab,KC Cariappa,Bowler,Indian,60,62,Domestic spinner
2017,Kings XI Punjab,Varun Aaron,Bowler,Indian,70,65,Rapid pacer
2018,Chennai Super Kings,Shane Watson,All-rounder,Australian,88,90,Final hero 117*; triumphant return
2018,Chennai Super Kings,Ambati Rayudu,Batter,Indian,75,85,Consistent opener; excellent season
2018,Chennai Super Kings,Suresh Raina,Batter,Indian,87,88,Return title hero; consistent
2018,Chennai Super Kings,MS Dhoni,WK-Batter (C),Indian,98,88,Champions return; masterful
2018,Chennai Super Kings,Kedar Jadhav,All-rounder,Indian,72,78,Useful lower-order all-rounder
2018,Chennai Super Kings,Dwayne Bravo,All-rounder,West Indian,85,85,Death bowling and hitting
2018,Chennai Super Kings,Ravindra Jadeja,All-rounder,Indian,90,82,Quality all-round
2018,Chennai Super Kings,Ravichandran Ashwin,Bowler,Indian,88,80,Key spinner
2018,Chennai Super Kings,Deepak Chahar,Bowler,Indian,82,82,Developing; showed great promise
2018,Chennai Super Kings,Lungi Ngidi,Bowler,South African,80,80,Quality overseas pacer; solid debut
2018,Chennai Super Kings,Karn Sharma,Bowler,Indian,65,68,Leg-spin support
2018,Sunrisers Hyderabad,Shikhar Dhawan,Opener,Indian,88,85,Consistent opener; runners-up
2018,Sunrisers Hyderabad,Alex Hales,Opener,English,82,78,Quality overseas opener
2018,Sunrisers Hyderabad,Kane Williamson,Batter (C),New Zealander,90,92,Led SRH to final in Warner's absence; brilliant
2018,Sunrisers Hyderabad,Yusuf Pathan,All-rounder,Indian,82,72,Declining; useful occasional contribution
2018,Sunrisers Hyderabad,Deepak Hooda,All-rounder,Indian,72,75,Domestic all-round contribution
2018,Sunrisers Hyderabad,Manish Pandey,Batter,Indian,80,80,Quality middle-order
2018,Sunrisers Hyderabad,Bhuvneshwar Kumar,Bowler,Indian,88,85,Quality swing bowling
2018,Sunrisers Hyderabad,Rashid Khan,Bowler,Afghan,92,90,Sensational; economy under 6; world's best
